filepath,genre
genres/jazz/jazz.00088.au,jazz
genres/hiphop/hiphop.00085.au,hiphop
genres/jazz/jazz.00024.au,jazz
genres/reggae/reggae.00059.au,reggae
genres/blues/blues.00066.au,blues
genres/hiphop/hiphop.00058.au,hiphop
genres/rock/rock.00025.au,rock
genres/rock/rock.00008.au,rock
genres/metal/metal.00042.au,metal
genres/disco/disco.00016.au,disco
genres/pop/pop.00082.au,pop
genres/jazz/jazz.00063.au,jazz
genres/pop/pop.00091.au,pop
genres/blues/blues.00094.au,blues
genres/classical/classical.00001.au,classical
genres/jazz/jazz.00006.au,jazz
genres/metal/metal.00046.au,metal
genres/hiphop/hiphop.00029.au,hiphop
genres/blues/blues.00099.au,blues
genres/metal/metal.00088.au,metal
genres/hiphop/hiphop.00081.au,hiphop
genres/pop/pop.00047.au,pop
genres/pop/pop.00015.au,pop
genres/jazz/jazz.00013.au,jazz
genres/classical/classical.00042.au,classical
genres/country/country.00056.au,country
genres/pop/pop.00072.au,pop
genres/hiphop/hiphop.00060.au,hiphop
genres/country/country.00013.au,country
genres/country/country.00068.au,country
genres/metal/metal.00001.au,metal
genres/blues/blues.00049.au,blues
genres/blues/blues.00072.au,blues
genres/country/country.00004.au,country
genres/disco/disco.00007.au,disco
genres/classical/classical.00014.au,classical
genres/jazz/jazz.00036.au,jazz
genres/pop/pop.00039.au,pop
genres/classical/classical.00053.au,classical
genres/reggae/reggae.00017.au,reggae
genres/rock/rock.00042.au,rock
genres/classical/classical.00026.au,classical
genres/pop/pop.00094.au,pop
genres/hiphop/hiphop.00011.au,hiphop
genres/classical/classical.00099.au,classical
genres/country/country.00032.au,country
genres/jazz/jazz.00009.au,jazz
genres/rock/rock.00072.au,rock
genres/reggae/reggae.00031.au,reggae
genres/country/country.00003.au,country
genres/hiphop/hiphop.00068.au,hiphop
genres/blues/blues.00051.au,blues
genres/metal/metal.00060.au,metal
genres/jazz/jazz.00058.au,jazz
genres/metal/metal.00038.au,metal
genres/country/country.00090.au,country
genres/classical/classical.00070.au,classical
genres/country/country.00001.au,country
genres/pop/pop.00026.au,pop
genres/hiphop/hiphop.00049.au,hiphop
genres/hiphop/hiphop.00014.au,hiphop
genres/rock/rock.00097.au,rock
genres/jazz/jazz.00037.au,jazz
genres/disco/disco.00086.au,disco
genres/pop/pop.00035.au,pop
genres/hiphop/hiphop.00030.au,hiphop
genres/disco/disco.00064.au,disco
genres/classical/classical.00029.au,classical
genres/pop/pop.00073.au,pop
genres/disco/disco.00057.au,disco
genres/hiphop/hiphop.00063.au,hiphop
genres/pop/pop.00006.au,pop
genres/pop/pop.00086.au,pop
genres/classical/classical.00062.au,classical
genres/pop/pop.00075.au,pop
genres/rock/rock.00040.au,rock
genres/jazz/jazz.00014.au,jazz
genres/rock/rock.00092.au,rock
genres/classical/classical.00046.au,classical
genres/classical/classical.00007.au,classical
genres/hiphop/hiphop.00048.au,hiphop
genres/reggae/reggae.00046.au,reggae
genres/disco/disco.00061.au,disco
genres/classical/classical.00094.au,classical
genres/reggae/reggae.00085.au,reggae
genres/jazz/jazz.00062.au,jazz
genres/hiphop/hiphop.00073.au,hiphop
genres/country/country.00026.au,country
genres/rock/rock.00022.au,rock
genres/rock/rock.00026.au,rock
genres/hiphop/hiphop.00077.au,hiphop
genres/metal/metal.00063.au,metal
genres/blues/blues.00014.au,blues
genres/classical/classical.00079.au,classical
genres/reggae/reggae.00098.au,reggae
genres/disco/disco.00003.au,disco
genres/blues/blues.00090.au,blues
genres/hiphop/hiphop.00089.au,hiphop
genres/reggae/reggae.00073.au,reggae
genres/country/country.00098.au,country
genres/pop/pop.00000.au,pop
genres/metal/metal.00061.au,metal
genres/country/country.00027.au,country
genres/disco/disco.00065.au,disco
genres/country/country.00079.au,country
genres/reggae/reggae.00049.au,reggae
genres/metal/metal.00065.au,metal
genres/reggae/reggae.00042.au,reggae
genres/pop/pop.00074.au,pop
genres/blues/blues.00063.au,blues
genres/pop/pop.00057.au,pop
genres/classical/classical.00017.au,classical
genres/rock/rock.00037.au,rock
genres/country/country.00011.au,country
genres/disco/disco.00028.au,disco
genres/jazz/jazz.00057.au,jazz
genres/metal/metal.00009.au,metal
genres/blues/blues.00078.au,blues
genres/pop/pop.00084.au,pop
genres/country/country.00075.au,country
genres/disco/disco.00056.au,disco
genres/country/country.00071.au,country
genres/hiphop/hiphop.00020.au,hiphop
genres/reggae/reggae.00006.au,reggae
genres/country/country.00061.au,country
genres/pop/pop.00030.au,pop
genres/blues/blues.00071.au,blues
genres/disco/disco.00017.au,disco
genres/pop/pop.00042.au,pop
genres/jazz/jazz.00041.au,jazz
genres/metal/metal.00019.au,metal
genres/rock/rock.00020.au,rock
genres/reggae/reggae.00084.au,reggae
genres/disco/disco.00071.au,disco
genres/blues/blues.00050.au,blues
genres/jazz/jazz.00019.au,jazz
genres/classical/classical.00021.au,classical
genres/hiphop/hiphop.00042.au,hiphop
genres/jazz/jazz.00078.au,jazz
genres/disco/disco.00082.au,disco
genres/blues/blues.00004.au,blues
genres/reggae/reggae.00035.au,reggae
genres/classical/classical.00005.au,classical
genres/country/country.00096.au,country
genres/hiphop/hiphop.00056.au,hiphop
genres/metal/metal.00028.au,metal
genres/hiphop/hiphop.00009.au,hiphop
genres/rock/rock.00036.au,rock
genres/metal/metal.00031.au,metal
genres/rock/rock.00080.au,rock
genres/pop/pop.00098.au,pop
genres/jazz/jazz.00039.au,jazz
genres/metal/metal.00089.au,metal
genres/country/country.00069.au,country
genres/hiphop/hiphop.00092.au,hiphop
genres/blues/blues.00064.au,blues
genres/rock/rock.00061.au,rock
genres/jazz/jazz.00076.au,jazz
genres/jazz/jazz.00000.au,jazz
genres/jazz/jazz.00038.au,jazz
genres/country/country.00042.au,country
genres/jazz/jazz.00075.au,jazz
genres/pop/pop.00032.au,pop
genres/pop/pop.00029.au,pop
genres/hiphop/hiphop.00065.au,hiphop
genres/blues/blues.00062.au,blues
genres/jazz/jazz.00020.au,jazz
genres/jazz/jazz.00094.au,jazz
genres/blues/blues.00002.au,blues
genres/rock/rock.00038.au,rock
genres/jazz/jazz.00033.au,jazz
genres/blues/blues.00015.au,blues
genres/pop/pop.00066.au,pop
genres/classical/classical.00008.au,classical
genres/classical/classical.00076.au,classical
genres/disco/disco.00077.au,disco
genres/reggae/reggae.00089.au,reggae
genres/country/country.00005.au,country
genres/disco/disco.00026.au,disco
genres/jazz/jazz.00002.au,jazz
genres/jazz/jazz.00068.au,jazz
genres/rock/rock.00006.au,rock
genres/blues/blues.00030.au,blues
genres/blues/blues.00012.au,blues
genres/disco/disco.00097.au,disco
genres/pop/pop.00048.au,pop
genres/rock/rock.00016.au,rock
genres/rock/rock.00033.au,rock
genres/reggae/reggae.00011.au,reggae
genres/metal/metal.00094.au,metal
genres/metal/metal.00066.au,metal
genres/classical/classical.00004.au,classical
genres/disco/disco.00069.au,disco
genres/country/country.00084.au,country
genres/blues/blues.00096.au,blues
genres/reggae/reggae.00093.au,reggae
genres/disco/disco.00040.au,disco
genres/hiphop/hiphop.00072.au,hiphop
genres/country/country.00021.au,country
genres/rock/rock.00078.au,rock
genres/blues/blues.00021.au,blues
genres/pop/pop.00076.au,pop
genres/jazz/jazz.00055.au,jazz
genres/rock/rock.00090.au,rock
genres/metal/metal.00037.au,metal
genres/classical/classical.00000.au,classical
genres/pop/pop.00034.au,pop
genres/disco/disco.00034.au,disco
genres/jazz/jazz.00060.au,jazz
genres/reggae/reggae.00076.au,reggae
genres/jazz/jazz.00081.au,jazz
genres/reggae/reggae.00025.au,reggae
genres/country/country.00055.au,country
genres/classical/classical.00072.au,classical
genres/rock/rock.00000.au,rock
genres/rock/rock.00085.au,rock
genres/metal/metal.00080.au,metal
genres/country/country.00020.au,country
genres/hiphop/hiphop.00053.au,hiphop
